NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,STATE,WEEK,YEAR
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-01-16,6.454285714285715,0.0,0.0,0.0,46.142857142857146,22.857142857142858,New Mexico,2,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-01-23,8.117142857142857,0.0,0.0,0.0,54.285714285714285,31.142857142857142,New Mexico,3,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-01-30,4.442857142857142,0.0,0.0,0.0,51.285714285714285,24.857142857142858,New Mexico,4,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-02-06,11.60142857142857,0.015714285714285715,0.1142857142857143,0.14285714285714285,32.857142857142854,10.714285714285714,New Mexico,5,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-02-13,6.23142857142857,0.0,0.0,0.0,48.714285714285715,18.285714285714285,New Mexico,6,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-02-20,7.317142857142858,0.0,0.0,0.0,64.0,36.142857142857146,New Mexico,7,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-02-27,7.702857142857143,0.0,0.0,0.0,55.714285714285715,30.285714285714285,New Mexico,8,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-03-06,6.742857142857143,0.0,0.0,0.0,61.42857142857143,31.0,New Mexico,9,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-03-13,8.5,0.0,0.0,0.0,65.28571428571429,38.57142857142857,New Mexico,10,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-03-20,7.541428571428573,0.0,0.0,0.0,73.0,43.0,New Mexico,11,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-03-27,10.227142857142857,0.0,0.0,0.0,66.28571428571429,38.714285714285715,New Mexico,12,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-04-03,11.248571428571429,0.0,0.0,0.0,74.42857142857143,44.285714285714285,New Mexico,13,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-04-10,12.87857142857143,0.004285714285714286,0.0,0.0,68.14285714285714,43.0,New Mexico,14,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-04-17,9.97,0.0,0.0,0.0,71.57142857142857,40.857142857142854,New Mexico,15,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-04-24,11.537142857142857,0.0,0.0,0.0,77.14285714285714,54.0,New Mexico,16,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-05-01,14.700000000000001,0.0,0.0,0.0,67.0,41.285714285714285,New Mexico,17,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-05-08,6.485714285714286,0.0,0.0,0.0,77.42857142857143,45.0,New Mexico,18,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-05-15,13.487142857142857,0.0,0.0,0.0,76.85714285714286,47.142857142857146,New Mexico,19,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-05-22,9.875714285714285,0.0071428571428571435,0.0,0.0,73.85714285714286,46.42857142857143,New Mexico,20,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-05-29,12.365714285714287,0.0,0.0,0.0,86.0,56.857142857142854,New Mexico,21,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-06-05,11.505714285714285,0.0,0.0,0.0,89.71428571428571,60.57142857142857,New Mexico,22,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-06-12,7.061428571428571,0.0,0.0,0.0,91.28571428571429,59.142857142857146,New Mexico,23,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-06-19,9.905714285714286,0.0,0.0,0.0,93.57142857142857,61.857142857142854,New Mexico,24,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-06-26,8.437142857142858,0.0,0.0,0.0,94.85714285714286,63.0,New Mexico,25,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-07-03,9.781428571428572,0.0,0.0,0.0,96.0,69.57142857142857,New Mexico,26,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-07-10,6.612857142857143,0.0,0.0,0.0,96.0,69.28571428571429,New Mexico,27,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-07-17,7.86142857142857,0.0,0.0,0.0,93.42857142857143,68.28571428571429,New Mexico,28,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-07-24,6.932857142857143,0.045714285714285714,0.0,0.0,96.0,70.71428571428571,New Mexico,29,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-07-31,8.788571428571428,0.01,0.0,0.0,92.28571428571429,68.0,New Mexico,30,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-08-07,5.941428571428572,0.017142857142857144,0.0,0.0,94.28571428571429,68.28571428571429,New Mexico,31,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-08-14,7.285714285714286,0.0,0.0,0.0,95.14285714285714,69.71428571428571,New Mexico,32,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-08-21,8.437142857142856,0.045714285714285714,0.0,0.0,90.57142857142857,67.57142857142857,New Mexico,33,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-08-28,5.751428571428571,0.054285714285714284,0.0,0.0,94.42857142857143,68.57142857142857,New Mexico,34,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-09-04,8.371428571428572,0.028571428571428574,0.0,0.0,92.14285714285714,66.85714285714286,New Mexico,35,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-09-11,9.554285714285713,0.030000000000000002,0.0,0.0,79.42857142857143,60.42857142857143,New Mexico,36,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-09-18,6.167142857142856,0.014285714285714287,0.0,0.0,78.71428571428571,55.57142857142857,New Mexico,37,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-09-25,5.625714285714286,0.0,0.0,0.0,84.85714285714286,55.57142857142857,New Mexico,38,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-10-02,7.511428571428572,0.0,0.0,0.0,84.0,57.857142857142854,New Mexico,39,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-10-09,8.085714285714285,0.2057142857142857,0.0,0.0,65.85714285714286,47.142857142857146,New Mexico,40,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-10-16,4.475714285714287,0.0,0.0,0.0,77.0,47.142857142857146,New Mexico,41,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-10-23,5.5928571428571425,0.0,0.0,0.0,73.71428571428571,45.714285714285715,New Mexico,42,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-10-30,6.932857142857142,0.005714285714285714,0.0,0.0,67.0,42.0,New Mexico,43,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-11-06,7.637142857142857,0.011428571428571429,0.0,0.0,61.0,37.0,New Mexico,44,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-11-13,6.551428571428572,0.0014285714285714286,0.0,0.0,54.0,34.142857142857146,New Mexico,45,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-11-20,5.975714285714285,0.0,0.0,0.0,59.714285714285715,36.857142857142854,New Mexico,46,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-11-27,6.357142857142857,0.005714285714285714,0.0,0.0,55.42857142857143,33.57142857142857,New Mexico,47,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-12-04,9.971428571428572,0.018571428571428572,0.1571428571428571,0.14285714285714285,49.285714285714285,30.142857142857142,New Mexico,48,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-12-11,6.3585714285714285,0.002857142857142857,0.14285714285714285,0.14285714285714285,38.42857142857143,17.857142857142858,New Mexico,49,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-12-18,5.72,0.06857142857142857,0.0,0.0,44.0,28.714285714285715,New Mexico,50,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2011-12-25,6.391428571428571,0.08142857142857143,0.3142857142857142,0.2857142857142857,38.285714285714285,23.285714285714285,New Mexico,51,2011
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-01-01,3.9314285714285715,0.0,0.0,0.0,52.142857142857146,25.0,New Mexico,52,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-01-08,5.177142857142857,0.0,0.0,0.0,51.42857142857143,27.285714285714285,New Mexico,1,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-01-15,4.632857142857143,0.0,0.0,0.0,48.714285714285715,24.428571428571427,New Mexico,2,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-01-22,8.14857142857143,0.004285714285714286,0.0,0.0,55.714285714285715,30.142857142857142,New Mexico,3,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-01-29,5.75,0.05285714285714286,0.07142857142857142,0.0,51.57142857142857,30.0,New Mexico,4,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-02-05,7.765714285714286,0.0,0.0,0.0,50.57142857142857,30.0,New Mexico,5,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-02-12,8.211428571428572,0.014285714285714287,0.0,0.0,50.285714285714285,28.285714285714285,New Mexico,6,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-02-19,7.638571428571429,0.022857142857142857,0.27142857142857146,0.2857142857142857,50.857142857142854,30.142857142857142,New Mexico,7,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-02-26,8.437142857142856,0.0,0.0,0.0,59.285714285714285,28.714285714285715,New Mexico,8,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-03-04,13.578571428571427,0.0,0.0,0.0,54.0,30.0,New Mexico,9,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-03-11,13.581428571428573,0.025714285714285717,0.2714285714285714,0.2857142857142857,56.285714285714285,34.42857142857143,New Mexico,10,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-03-18,7.1257142857142854,0.002857142857142857,0.0,0.0,70.14285714285714,37.57142857142857,New Mexico,11,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-03-25,8.02142857142857,0.0,0.0,0.0,67.0,37.57142857142857,New Mexico,12,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-04-01,6.327142857142858,0.0,0.0,0.0,77.42857142857143,44.57142857142857,New Mexico,13,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-04-08,7.094285714285713,0.11571428571428573,0.19999999999999998,0.0,65.85714285714286,42.0,New Mexico,14,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-04-15,10.192857142857141,0.0,0.0,0.0,71.42857142857143,45.57142857142857,New Mexico,15,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-04-22,7.158571428571428,0.0,0.0,0.0,76.71428571428571,46.285714285714285,New Mexico,16,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-04-29,8.628571428571428,0.0,0.0,0.0,81.85714285714286,53.285714285714285,New Mexico,17,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-05-06,7.1899999999999995,0.0,0.0,0.0,82.57142857142857,52.57142857142857,New Mexico,18,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-05-13,13.040000000000001,0.027142857142857142,0.0,0.0,74.14285714285714,50.857142857142854,New Mexico,19,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-05-20,9.745714285714286,0.0,0.0,0.0,81.57142857142857,54.0,New Mexico,20,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-05-27,13.165714285714285,0.0,0.0,0.0,88.42857142857143,60.42857142857143,New Mexico,21,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-06-03,6.998571428571429,0.0,0.0,0.0,90.14285714285714,58.57142857142857,New Mexico,22,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-06-10,8.179999999999998,0.0014285714285714286,0.0,0.0,91.57142857142857,63.42857142857143,New Mexico,23,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-06-17,8.501428571428573,0.0,0.0,0.0,92.85714285714286,63.57142857142857,New Mexico,24,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-06-24,9.45857142857143,0.058571428571428566,0.0,0.0,96.42857142857143,67.28571428571429,New Mexico,25,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-07-01,7.605714285714286,0.0,0.0,0.0,98.42857142857143,71.42857142857143,New Mexico,26,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-07-08,7.062857142857143,0.04,0.0,0.0,89.71428571428571,66.28571428571429,New Mexico,27,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-07-15,8.435714285714285,0.014285714285714285,0.0,0.0,90.14285714285714,68.0,New Mexico,28,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-07-22,7.444285714285714,0.015714285714285715,0.0,0.0,92.28571428571429,68.85714285714286,New Mexico,29,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-07-29,7.637142857142858,0.05714285714285715,0.0,0.0,92.28571428571429,67.57142857142857,New Mexico,30,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-08-05,7.542857142857143,0.002857142857142857,0.0,0.0,93.85714285714286,68.14285714285714,New Mexico,31,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-08-12,7.221428571428571,0.054285714285714284,0.0,0.0,95.57142857142857,68.71428571428571,New Mexico,32,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-08-19,7.829999999999999,0.16571428571428573,0.0,0.0,91.57142857142857,66.14285714285714,New Mexico,33,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-08-26,7.222857142857143,0.008571428571428572,0.0,0.0,85.85714285714286,65.14285714285714,New Mexico,34,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-09-02,6.711428571428572,0.0,0.0,0.0,91.71428571428571,66.42857142857143,New Mexico,35,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-09-09,8.37142857142857,0.012857142857142857,0.0,0.0,87.71428571428571,65.28571428571429,New Mexico,36,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-09-16,7.447142857142858,0.049999999999999996,0.0,0.0,78.0,55.142857142857146,New Mexico,37,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-09-23,6.4871428571428575,0.0,0.0,0.0,85.57142857142857,55.142857142857146,New Mexico,38,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-09-30,6.487142857142857,0.0,0.0,0.0,79.42857142857143,56.285714285714285,New Mexico,39,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-10-07,8.372857142857145,0.0,0.0,0.0,80.57142857142857,51.714285714285715,New Mexico,40,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-10-14,6.932857142857143,0.0,0.0,0.0,75.28571428571429,47.57142857142857,New Mexico,41,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-10-21,6.454285714285715,0.0,0.0,0.0,77.14285714285714,47.57142857142857,New Mexico,42,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-10-28,6.072857142857143,0.0,0.0,0.0,67.14285714285714,43.142857142857146,New Mexico,43,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-11-04,4.41,0.0,0.0,0.0,71.85714285714286,41.285714285714285,New Mexico,44,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-11-11,6.774285714285715,0.0071428571428571435,0.0,0.0,62.714285714285715,38.42857142857143,New Mexico,45,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-11-18,4.57,0.008571428571428572,0.0,0.0,57.42857142857143,32.57142857142857,New Mexico,46,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-11-25,3.8028571428571434,0.0,0.0,0.0,60.0,33.857142857142854,New Mexico,47,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-12-02,3.4185714285714286,0.0,0.0,0.0,61.57142857142857,32.0,New Mexico,48,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-12-09,4.922857142857143,0.0,0.0,0.0,60.142857142857146,32.714285714285715,New Mexico,49,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-12-16,6.198571428571429,0.012857142857142857,0.0,0.0,44.857142857142854,24.714285714285715,New Mexico,50,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-12-23,5.272857142857142,0.0,0.0,0.0,44.42857142857143,19.857142857142858,New Mexico,51,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2012-12-30,6.645714285714286,0.0,0.0,0.0,41.42857142857143,22.714285714285715,New Mexico,52,2012
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-01-06,6.5200000000000005,0.004285714285714286,0.07142857142857142,0.0,37.857142857142854,15.285714285714286,New Mexico,1,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-01-13,7.700000000000001,0.0,0.0,0.0,42.714285714285715,20.142857142857142,New Mexico,2,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-01-20,5.654285714285715,0.0,0.028571428571428574,0.0,42.42857142857143,16.857142857142858,New Mexico,3,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-01-27,5.21,0.015714285714285715,0.0,0.0,57.42857142857143,30.571428571428573,New Mexico,4,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-02-03,8.628571428571428,0.0,0.0,0.0,49.857142857142854,27.714285714285715,New Mexico,5,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-02-10,8.754285714285713,0.0,0.0,0.0,54.285714285714285,30.571428571428573,New Mexico,6,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-02-17,8.82,0.0,0.0,0.0,51.0,23.428571428571427,New Mexico,7,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-02-24,11.6,0.03428571428571429,0.4,0.42857142857142855,49.285714285714285,27.142857142857142,New Mexico,8,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-03-03,7.829999999999999,0.0,0.0,0.0,55.0,27.857142857142858,New Mexico,9,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-03-10,8.595714285714285,0.022857142857142857,0.0,0.0,59.857142857142854,37.285714285714285,New Mexico,10,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-03-17,7.125714285714287,0.0014285714285714286,0.0,0.0,70.42857142857143,38.57142857142857,New Mexico,11,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-03-24,9.458571428571428,0.0,0.0,0.0,62.42857142857143,36.57142857142857,New Mexico,12,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-03-31,7.125714285714286,0.0,0.0,0.0,68.42857142857143,40.857142857142854,New Mexico,13,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-04-07,8.115714285714285,0.0,0.0,0.0,72.57142857142857,45.714285714285715,New Mexico,14,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-04-14,11.120000000000001,0.011428571428571429,0.0,0.0,66.57142857142857,42.285714285714285,New Mexico,15,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-04-21,11.248571428571427,0.0,0.0,0.0,68.57142857142857,38.714285714285715,New Mexico,16,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-04-28,9.171428571428569,0.0,0.0,0.0,75.57142857142857,44.285714285714285,New Mexico,17,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-05-05,11.567142857142857,0.0,0.0,0.0,75.57142857142857,45.57142857142857,New Mexico,18,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-05-12,8.15,0.0,0.0,0.0,73.0,49.285714285714285,New Mexico,19,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-05-19,8.085714285714285,0.011428571428571429,0.0,0.0,83.0,56.0,New Mexico,20,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-05-26,8.054285714285713,0.0,0.0,0.0,86.28571428571429,54.285714285714285,New Mexico,21,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-06-02,10.672857142857142,0.0,0.0,0.0,85.71428571428571,58.142857142857146,New Mexico,22,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-06-09,10.704285714285716,0.0,0.0,0.0,92.14285714285714,63.57142857142857,New Mexico,23,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-06-16,7.574285714285714,0.002857142857142857,0.0,0.0,96.57142857142857,68.14285714285714,New Mexico,24,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-06-23,9.651428571428571,0.0,0.0,0.0,94.42857142857143,63.57142857142857,New Mexico,25,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-06-30,9.29857142857143,0.0,0.0,0.0,97.57142857142857,67.71428571428571,New Mexico,26,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-07-07,8.852857142857143,0.07857142857142858,0.0,0.0,90.71428571428571,64.28571428571429,New Mexico,27,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-07-14,7.99,0.07714285714285715,0.0,0.0,93.71428571428571,68.57142857142857,New Mexico,28,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-07-21,9.395714285714286,0.04,0.0,0.0,83.71428571428571,64.42857142857143,New Mexico,29,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-07-28,7.348571428571428,0.1985714285714286,0.0,0.0,89.0,65.85714285714286,New Mexico,30,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-08-04,6.614285714285714,0.027142857142857142,0.0,0.0,91.14285714285714,67.0,New Mexico,31,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-08-11,7.094285714285715,0.005714285714285714,0.0,0.0,86.28571428571429,64.0,New Mexico,32,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-08-18,6.5200000000000005,0.005714285714285714,0.0,0.0,90.71428571428571,66.71428571428571,New Mexico,33,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-08-25,6.231428571428571,0.022857142857142857,0.0,0.0,88.71428571428571,67.28571428571429,New Mexico,34,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-09-01,7.03,0.002857142857142857,0.0,0.0,89.28571428571429,67.71428571428571,New Mexico,35,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-09-08,5.752857142857144,0.027142857142857142,0.0,0.0,89.42857142857143,66.85714285714286,New Mexico,36,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-09-15,6.3914285714285715,0.4485714285714285,0.0,0.0,76.57142857142857,61.42857142857143,New Mexico,37,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-09-22,7.86,0.08857142857142856,0.0,0.0,80.42857142857143,60.42857142857143,New Mexico,38,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-09-29,7.062857142857142,0.0,0.0,0.0,76.0,49.0,New Mexico,39,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-10-06,6.614285714285714,0.0,0.0,0.0,73.57142857142857,46.285714285714285,New Mexico,40,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-10-13,8.817142857142857,0.005714285714285714,0.0,0.0,72.57142857142857,45.57142857142857,New Mexico,41,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-10-20,8.47,0.0,0.0,0.0,65.42857142857143,39.857142857142854,New Mexico,42,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-10-27,5.4,0.017142857142857144,0.0,0.0,67.85714285714286,42.857142857142854,New Mexico,43,2013
"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",2013-11-03,9.13857142857143,0.0,0.0,0.0,63.857142857142854,41.142857142857146,New Mexico,44,2013
