"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-05-26","4.92","0.00","0.0","0.0","78","89","70",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-05-27","4.92","0.00","0.0","0.0","78","85","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-05-28","4.47","0.42","0.0","0.0","74","83","68","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-05-29","3.80","0.25","0.0","0.0","71","77","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-05-30","3.80","0.07","0.0","0.0","75","86","70","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-05-31","4.47","0.00","0.0","0.0","75","87","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-01","8.28","0.01","0.0","0.0","76","83","71",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-02","6.26","0.00","0.0","0.0","74","78","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-03","2.01","0.00","0.0","0.0","76","86","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-04","7.16","0.00","0.0","0.0","79","88","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-05","6.71","0.00","0.0","0.0","81","91","69",,,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-06","6.04","0.19","0.0","0.0","76","87","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-07","5.14","0.87","0.0","0.0","76","88","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-08","3.58","0.00","0.0","0.0","77","88","67",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-09","6.26","0.65","0.0","0.0","78","87","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-10","8.28","0.42","0.0","0.0","74","85","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-11","5.59","0.95","0.0","0.0","71","78","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-12","3.80","0.00","0.0","0.0","73","84","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-13","4.92","0.06","0.0","0.0","74","83","67","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-14","2.46","0.00","0.0","0.0","75","86","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-15","2.24","0.00","0.0","0.0","79","88","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-16","2.01","0.41","0.0","0.0","78","89","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-17","2.01","0.12","0.0","0.0","79","90","70",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-18","2.01","0.00","0.0","0.0","80","90","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-19","2.91","0.00","0.0","0.0","81","91","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-20","3.36","0.00","0.0","0.0","81","92","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-21","5.59","0.00","0.0","0.0","82","92","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-22","2.68","0.00","0.0","0.0","81","90","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-23","3.80","0.22","0.0","0.0","77","88","71",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-24","8.05","0.00","0.0","0.0","77","87","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-25","5.82","0.00","0.0","0.0","80","88","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-26","5.82","0.89","0.0","0.0","76","81","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-27","5.14","0.02","0.0","0.0","77","87","70","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-28","2.91","0.00","0.0","0.0","78","87","70",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-29","4.92","0.00","0.0","0.0","80","90","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06-30","5.59","0.00","0.0","0.0","83","92","75",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-01","3.36","0.00","0.0","0.0","82","93","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-02","5.37","0.00","0.0","0.0","83","93","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-03","7.61","0.00","0.0","0.0","79","86","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-04","6.71","0.00","0.0","0.0","73","85","61",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-05","3.13","0.00","0.0","0.0","74","89","58",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-06","3.58","0.00","0.0","0.0","79","88","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-07","3.80","0.00","0.0","0.0","80","92","67","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-08","9.62","0.00","0.0","0.0","83","93","76",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-09","6.49","0.00","0.0","0.0","81","88","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-10","4.92","0.00","0.0","0.0","81","89","74","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-11","3.36","0.00","0.0","0.0","81","93","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-12","3.58","0.00","0.0","0.0","83","94","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-13","3.13","0.21","0.0","0.0","82","95","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-14","6.93","0.48","0.0","0.0","82","95","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-15","5.14","0.01","0.0","0.0","78","84","67",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-16","5.37","0.00","0.0","0.0","73","83","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-17","2.91","0.00","0.0","0.0","71","84","60",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-18","4.92","0.14","0.0","0.0","72","76","68","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-19","6.93","0.05","0.0","0.0","76","87","69","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-20","2.24","0.00","0.0","0.0","76","87","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-21","2.91","0.03","0.0","0.0","79","89","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-22","3.80","0.00","0.0","0.0","79","87","73","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-23","2.91","0.00","0.0","0.0","79","89","71",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-24","4.92","0.00","0.0","0.0","80","90","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-25","3.58","0.00","0.0","0.0","79","91","67","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-26","3.58","0.00","0.0","0.0","79","95","65",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-27","8.28","0.00","0.0","0.0","84","97","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-28","9.17","0.00","0.0","0.0","85","93","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-29","6.49","0.00","0.0","0.0","74","84","61",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-30","4.03","0.00","0.0","0.0","71","87","57",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07-31","3.13","0.00","0.0","0.0","75","84","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-01","3.80","0.00","0.0","0.0","76","88","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-02","4.03","0.00","0.0","0.0","79","91","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-03","5.37","0.00","0.0","0.0","80","92","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-04","3.80","0.00","0.0","0.0","81","94","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-05","2.46","0.00","0.0","0.0","83","95","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-06","3.80","0.00","0.0","0.0","83","97","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-07","3.80","0.00","0.0","0.0","85","99","72",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-08","4.92","1.39","0.0","0.0","82","98","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-09","3.58","0.03","0.0","0.0","77","92","73",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-10","3.80","0.06","0.0","0.0","78","90","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-11","5.14","0.00","0.0","0.0","80","92","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-12","5.37","0.07","0.0","0.0","80","90","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-13","4.70","0.00","0.0","0.0","76","85","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-14","3.58","0.00","0.0","0.0","74","86","60",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-15","2.91","0.00","0.0","0.0","75","89","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-16","3.80","0.00","0.0","0.0","78","92","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-17","5.59","0.02","0.0","0.0","81","95","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-18","8.72","0.76","0.0","0.0","79","89","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-19","6.49","0.72","0.0","0.0","79","91","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-20","6.26","0.00","0.0","0.0","83","94","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-21","3.36","0.00","0.0","0.0","85","95","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-22","3.80","0.00","0.0","0.0","85","96","75",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-23","4.47","0.00","0.0","0.0","84","95","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-24","4.70","0.03","0.0","0.0","82","91","72",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-25","6.04","0.00","0.0","0.0","80","89","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-26","5.82","0.00","0.0","0.0","79","90","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-27","2.24","0.00","0.0","0.0","79","92","65",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-28","2.24","0.00","0.0","0.0","80","93","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-29","5.14","0.00","0.0","0.0","80","93","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-30","4.70","1.19","0.0","0.0","81","90","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08-31","5.14","0.00","0.0","0.0","78","91","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-01","3.13","0.00","0.0","0.0","82","93","75",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-02","6.93","0.00","0.0","0.0","83","93","75",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-03","4.25","0.19","0.0","0.0","81","91","73","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-04","2.91","0.00","0.0","0.0","78","88","72",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-05","2.91","0.00","0.0","0.0","79","90","71",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-06","3.36","0.00","0.0","0.0","80","91","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-07","4.70","0.07","0.0","0.0","80","92","71",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-08","2.46","0.00","0.0","0.0","80","91","71",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-09","4.92","0.00","0.0","0.0","79","88","73","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-10","6.49","0.00","0.0","0.0","80","90","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-11","5.82","0.01","0.0","0.0","83","93","75",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-12","4.03","1.34","0.0","0.0","79","94","73","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-13","8.05","0.00","0.0","0.0","74","80","64","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-14","3.58","0.00","0.0","0.0","73","88","62","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-15","4.25","0.02","0.0","0.0","76","86","72",,,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-16","2.91","0.01","0.0","0.0","77","88","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-17","5.37","0.00","0.0","0.0","76","86","65","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-18","2.91","0.00","0.0","0.0","72","85","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-19","6.04","0.00","0.0","0.0","77","88","70",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-20","5.59","0.00","0.0","0.0","76","84","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-21","4.92","0.00","0.0","0.0","75","90","63",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-22","8.50","0.00","0.0","0.0","74","81","60",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-23","6.71","0.00","0.0","0.0","68","82","54",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-24","5.82","0.00","0.0","0.0","70","81","59",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-25","3.80","0.00","0.0","0.0","71","86","59",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-26","4.70","0.00","0.0","0.0","72","82","61",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-27","6.26","0.00","0.0","0.0","71","81","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-28","6.26","0.00","0.0","0.0","73","82","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-29","5.59","0.00","0.0","0.0","74","84","69",,,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09-30","3.58","0.00","0.0","0.0","72","85","63",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-01","2.24","0.00","0.0","0.0","73","88","60",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-02","5.82","0.00","0.0","0.0","76","88","65",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-03","8.28","0.62","0.0","0.0","73","78","60","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-04","9.62","0.00","0.0","0.0","60","67","46",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-05","7.16","0.00","0.0","0.0","57","73","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-06","11.86","0.00","0.0","0.0","69","80","61",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-07","10.07","0.00","0.0","0.0","74","86","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-08","6.71","0.00","0.0","0.0","78","88","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-09","2.68","0.00","0.0","0.0","75","88","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-10","8.05","0.32","0.0","0.0","75","86","68","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-11","4.70","0.03","0.0","0.0","75","86","68","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-12","6.26","0.16","0.0","0.0","74","84","66","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-13","11.41","1.91","0.0","0.0","75","84","67","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-14","11.86","0.26","0.0","0.0","67","69","60","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-15","8.50","0.00","0.0","0.0","62","70","55",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-16","5.82","0.00","0.0","0.0","65","75","52",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-17","6.04","0.00","0.0","0.0","63","82","48",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-18","6.49","0.00","0.0","0.0","65","75","49",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-19","3.13","0.00","0.0","0.0","58","73","45",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-20","1.79","0.00","0.0","0.0","59","74","46",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-21","3.13","0.00","0.0","0.0","61","79","48",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-22","4.92","0.00","0.0","0.0","57","70","46",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-23","3.80","0.00","0.0","0.0","54","72","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-24","4.03","0.00","0.0","0.0","60","75","47",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-25","2.46","0.00","0.0","0.0","58","77","43",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-26","1.79","0.00","0.0","0.0","67","83","54","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-27","5.14","0.00","0.0","0.0","70","86","57","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-28","5.59","0.00","0.0","0.0","71","79","60","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-29","5.37","0.36","0.0","0.0","63","68","45","    1","    1","    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-30","2.68","0.00","0.0","0.0","53","68","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10-31","8.72","0.00","0.0","0.0","52","66","39",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-01","10.51","0.00","0.0","0.0","43","53","33",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-02","3.36","0.00","0.0","0.0","43","61","28",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-03","2.91","0.00","0.0","0.0","49","67","36",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-04","4.47","0.00","0.0","0.0","57","71","48",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-05","4.70","0.00","0.0","0.0","62","68","58",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-06","11.18","0.11","0.0","0.0","65","71","46","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-07","6.26","0.00","0.0","0.0","49","59","39",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-08","2.68","0.00","0.0","0.0","47","65","35",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-09","2.24","0.00","0.0","0.0","51","65","37",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-10","3.36","0.00","0.0","0.0","51","70","36",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-11","4.92","0.00","0.0","0.0","60","76","43",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-12","9.84","0.00","0.0","0.0","53","64","39","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-13","12.30","0.00","0.0","0.0","38","43","30",,,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-14","8.28","0.00","0.0","0.0","32","43","23",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-15","4.47","0.00","0.0","0.0","36","52","23",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-16","6.93","2.43","0.0","0.0","49","58","47","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-17","12.30","1.00","0.0","0.0","48","58","27","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-18","6.26","0.00","0.0","0.0","29","37","22",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-19","5.82","0.00","0.0","0.0","33","52","20",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-20","4.92","0.00","0.0","0.0","49","62","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-21","4.92","0.00","0.0","0.0","53","67","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-22","8.28","0.00","0.0","0.0","54","68","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11-23","12.75","0.92","0.0","0.0","59","65","55","    1",,"    1",,,,,"    1",,,,,,,,,,,
