"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-19","1.12","0.00","0.0","0.0",,"67","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-20","1.34","0.00","0.0","0.0",,"69","40",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-21","1.79","0.00","0.0","0.0",,"72","43","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-22","1.12","0.00","0.0","0.0",,"72","40",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-23","5.59","0.00","0.0","0.0",,"68","42","    1",,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-24","6.49","0.00","0.0","0.0",,"51","30",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-25","2.01","0.00","0.0","0.0",,"59","27",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-26","3.58","0.00","0.0","0.0",,"66","33",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-27","8.72","0.34","0.0","0.0",,"60","42",,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-28","5.14","0.00","0.0","0.0",,"57","33",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-29","2.01","0.00","0.0","0.0",,"62","31",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11-30","0.89","0.00","0.0","0.0",,"65","39","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-01","3.58","0.00","0.0","0.0",,"71","46","    1",,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-02","4.25","0.00","0.0","0.0",,"73","50",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-03","3.58","0.00","0.0","0.0",,"73","46",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-04","4.70","0.10","0.0","0.0",,"71","54","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-05","4.70","0.00","0.0","0.0",,"66","57","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-06","5.82","0.00","0.0","0.0",,"72","52",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-07","4.70","0.00","0.0","0.0",,"66","56",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-08","3.36","0.00","0.0","0.0",,"65","59",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-09","6.93","0.00","0.0","0.0",,"69","57",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-10","11.18","1.58","0.0","0.0",,"68","40",,,"    1",,,,,,,,,"    1","    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-11","7.16","0.00","0.0","0.0",,"41","36",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-12","5.14","0.00","0.0","0.0",,"56","33",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-13","1.12","0.00","0.0","0.0",,"60","30",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-14","2.91","0.00","0.0","0.0",,"61","35",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-15","6.93","0.00","0.0","0.0",,"62","52",,,,,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-16","6.93","1.45","0.0","0.0",,"62","57","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-17","7.61","0.00","0.0","0.0",,"63","51","    1",,,,,,,,,,,"    1","    1",,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-18","4.25","0.00","0.0","0.0",,"62","38","    1",,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-19","3.80","0.00","0.0","0.0",,"70","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-20","15.66","0.75","0.0","0.0",,"62","40",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-21","12.97","0.00","0.0","0.0",,"49","33",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-22","2.91","0.00","0.0","0.0",,"54","26",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-23","4.25","0.10","0.0","0.0",,"55","30","    1",,,,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-24","5.37","0.55","0.0","0.0",,"67","43","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-25","9.17","1.39","0.0","0.0",,"56","43",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-26","16.33","0.01","0.0","0.0",,"58","33","    1",,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-27","4.70","0.00","0.0","0.0",,"39","29",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-28","4.70","0.53","0.0","0.0",,"46","32","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-29","11.41","0.03","0.0","0.0",,"44","31","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-30","4.25","0.00","0.0","0.0",,"49","26",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12-31","3.80","0.00","0.0","0.0",,"52","34",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-01","5.14","1.40","0.0","0.0",,"55","45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-02","7.38","0.00","0.0","0.0",,"45","36",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-03","5.59","0.00","0.0","0.0",,"46","28",,,,,,,,"    1",,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-04","2.46","0.00","0.0","0.0",,"51","26",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-05","1.79","0.08","0.0","0.0",,"50","31",,,,,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-06","4.25","0.01","0.0","0.0",,"51","35",,,,,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-07","2.46","0.00","0.0","0.0",,"56","26",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-08","5.14","0.00","0.0","0.0",,"62","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-09","5.37","0.06","0.0","0.0",,"61","52","    1",,,,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-10","9.84","0.09","0.0","0.0",,"67","59","    1",,,,,,,,,,,"    1","    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-11","6.93","0.32","0.0","0.0",,"70","63","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-12","8.72","0.03","0.0","0.0",,"73","65","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-13","9.40","1.93","0.0","0.0",,"71","48",,,"    1",,,,,,,,,,"    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-14","7.83","1.20","0.0","0.0",,"48","36","    1",,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-15","3.80","0.67","0.0","0.0",,"51","39",,,,,,,,,,,,"    1","    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-16","5.82","0.19","0.0","0.0",,"47","41","    1",,,,,,,,,,,"    1","    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-17","10.29","0.43","2.1","0.0",,"41","33",,,,"    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-18","2.46","0.00","0.0","0.0",,"52","28",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-19","2.46","0.00","0.0","0.0",,"57","30",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-20","1.34","0.00","0.0","0.0",,"63","31",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-21","5.59","0.00","0.0","0.0",,"53","32",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-22","3.36","0.00","0.0","0.0",,"47","26",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-23","3.80","0.00","0.0","0.0",,"54","30",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-24","6.71","0.00","0.0","0.0",,"56","43",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-25","8.95","0.15","0.0","0.0",,"65","42",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-26","4.03","0.00","0.0","0.0",,"58","39",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-27","6.49","0.00","0.0","0.0",,"60","48",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-28","6.04","0.00","0.0","0.0",,"67","50","    1",,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-29","7.61","0.00","0.0","0.0",,"72","51",,,,,,,,,,,,"    1","    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-30","15.43","1.82","0.0","0.0",,"71","39",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01-31","9.40","0.00","0.0","0.0",,"51","32",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-01","6.93","0.00","0.0","0.0",,"46","27",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-02","3.36","0.06","0.0","0.0",,"53","26","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-03","6.71","0.00","0.0","0.0",,"59","31",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-04","3.13","0.00","0.0","0.0",,"52","32",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-05","1.79","0.09","0.0","0.0",,"55","49",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-06","2.24","0.00","0.0","0.0",,"69","45",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-07","6.26","0.16","0.0","0.0",,"58","49","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-08","6.49","0.04","0.0","0.0",,"54","32","    1",,,,,,,,,,,"    1","    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-09","2.91","0.00","0.0","0.0",,"64","29","    1",,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-10","9.62","1.32","0.0","0.0",,"59","52",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-11","3.58","0.32","0.0","0.0",,"59","49","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-12","6.49","0.53","0.0","0.0",,"50","44",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-13","9.17","0.00","0.0","0.0",,"49","36","    1",,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-14","1.34","0.00","0.0","0.0",,"56","32","    1",,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-15","5.37","0.00","0.0","0.0",,"63","33","    1",,,,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-16","10.51","0.00","0.0","0.0",,"45","30",,,,,,,,,,,,,,,,"    1",,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-17","2.46","0.00","0.0","0.0",,"50","21",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-18","11.41","0.00","0.0","0.0",,"62","37",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-19","9.17","0.53","0.0","0.0",,"57","34",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-20","4.47","0.00","0.0","0.0",,"45","28",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-21","6.71","1.24","0.0","0.0",,"63","33",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-22","5.14","0.57","0.0","0.0",,"53","48",,,"    1",,,,,,,,,"    1","    1","    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-23","3.80","0.21","0.0","0.0",,"59","40",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-24","3.36","0.00","0.0","0.0",,"65","33",,,,,,,,,,,,"    1",,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-25","12.08","0.70","0.0","0.0",,"58","45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-26","14.32","0.44","0.0","0.0",,"51","44","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-27","10.74","0.00","0.0","0.0",,"59","39",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02-28","10.96","0.00","0.0","0.0",,"45","36",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-01","8.50","0.00","0.0","0.0",,"44","35",,,,,,,,,,,,,,,,"    1",,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-02","10.74","0.00","0.0","0.0",,"39","32",,,,,,,,,,,,,,,,"    1",,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-03","8.28","0.00","0.0","0.0",,"47","30",,,,,,,,,,,,,,,,"    1",,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-04","6.71","0.00","0.0","0.0",,"65","29",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-05","14.99","0.24","0.0","0.0",,"66","38",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-06","11.18","0.00","0.0","0.0",,"45","32",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-07","3.80","0.00","0.0","0.0",,"58","26",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-08","2.46","0.00","0.0","0.0",,"68","30","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-09","6.93","0.00","0.0","0.0",,"69","45",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-10","12.53","0.00","0.0","0.0",,"75","57",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-11","10.07","0.99","0.0","0.0",,"64","39","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-12","6.49","0.00","0.0","0.0",,"59","32",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-13","9.40","0.00","0.0","0.0",,"56","33",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-14","3.58","0.00","0.0","0.0",,"60","29",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-15","8.72","0.00","0.0","0.0",,"76","37",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-16","10.96","0.00","0.0","0.0",,"76","53",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-17","8.95","0.00","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-18","9.40","0.09","0.0","0.0",,"76","53",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-19","7.16","0.00","0.0","0.0",,"66","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-20","8.72","0.00","0.0","0.0",,"62","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-21","7.61","0.01","0.0","0.0",,"51","31",,,,,,,,,,,,,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-22","5.82","0.30","0.0","0.0",,"50","38","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-23","6.49","2.84","0.0","0.0",,"60","46",,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-24","12.75","0.44","0.0","0.0",,"62","40",,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-25","14.54","0.00","0.0","0.0",,"47","33",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-26","8.72","0.00","0.0","0.0",,"43","30",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-27","3.80","0.00","0.0","0.0",,"57","27",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-28","2.68","0.00","0.0","0.0",,"66","32",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-29","5.14","0.00","0.0","0.0",,"73","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-30","3.80","0.25","0.0","0.0",,"70","49","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03-31","6.93","0.03","0.0","0.0",,"68","57","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-01","5.82","0.00","0.0","0.0","63","74","52",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-02","5.59","0.00","0.0","0.0","57","69","45",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-03","8.05","0.55","0.0","0.0","50","55","44","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-04","7.16","0.20","0.0","0.0","48","49","45","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-05","6.93","0.03","0.0","0.0","51","66","43","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-06","4.70","0.00","0.0","0.0","57","76","40",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-07","6.49","0.00","0.0","0.0","64","77","47",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-08","7.83","0.00","0.0","0.0","69","80","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-09","7.83","0.00","0.0","0.0","73","85","59",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-10","8.72","0.00","0.0","0.0","75","87","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-11","10.29","1.38","0.0","0.0","71","79","57",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-12","7.16","0.00","0.0","0.0","58","68","45","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-13","3.58","0.00","0.0","0.0","60","77","45",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-14","5.82","0.36","0.0","0.0","58","62","55","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-15","4.92","0.00","0.0","0.0","63","73","58",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-16","6.71","0.00","0.0","0.0","72","83","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-17","6.71","0.00","0.0","0.0","77","86","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-18","11.41","0.00","0.0","0.0","75","82","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-19","10.96","1.17","0.0","0.0","58","73","41","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-20","4.92","0.00","0.0","0.0","50","65","36",,,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-21","5.59","0.00","0.0","0.0","57","71","45",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-22","7.16","0.00","0.0","0.0","63","74","53",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-23","8.05","0.00","0.0","0.0","66","77","56",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-24","9.17","0.20","0.0","0.0","64","67","49","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-25","6.04","0.00","0.0","0.0","54","69","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-26","4.03","0.00","0.0","0.0","60","79","43",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-27","7.38","0.00","0.0","0.0","69","79","61",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-28","7.83","0.88","0.0","0.0","68","71","58",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-29","2.91","0.00","0.0","0.0","65","76","57","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04-30","2.91","0.00","0.0","0.0","67","81","53",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-01","9.62","0.00","0.0","0.0","70","74","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-02","8.72","0.00","0.0","0.0","65","69","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-03","10.51","0.64","0.0","0.0","66","74","45","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-04","6.49","1.64","0.0","0.0","50","60","43","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-05","6.93","0.11","0.0","0.0","49","59","41","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-06","6.93","0.59","0.0","0.0","52","61","47","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-07","3.13","0.01","0.0","0.0","57","70","50",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-08","2.91","0.00","0.0","0.0","64","79","50",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-09","4.03","0.00","0.0","0.0","69","84","55","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-10","8.05","0.00","0.0","0.0","70","76","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-11","6.04","0.37","0.0","0.0","69","78","56",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-12","6.04","0.00","0.0","0.0","61","70","48",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-13","4.03","0.00","0.0","0.0","58","73","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05-14","6.71","0.00","0.0","0.0","67","83","51",,,,,,,,,,,,,,,,,,,
